text,label
Amazon Id __email__ I have added ₹460 and make a Jio recharge 399. As per your offer 101 cashback+ 20% on first top-up.I didn't,billing_issue
Will do when I’m home again,general_inquiry
"Had a bit of a spat with you last week about treating customers differently, then I wait in all day today and your amazon man shows up and doesn’t deliver. Customer “service” then tell me I need to wait in all day everyday until the 5th. Disgraceful.",complaint
"Since lollipop android is based on material design, so maybe using a material theme would be nice. Hint: use AppCompat theme",general_inquiry
"yes, yesterday itself",general_inquiry
É o livro Os arquivos secretos do homem morcego. Simplesmente magnífico,general_inquiry
Il c’est perdu ou pas ?,general_inquiry
I’ve checked. There’s nothing there. I’m very alarmed that Hub website won’t allow more than 10 characters in the login box,account_access
Still no news !!!!,general_inquiry
Nothing there helped me with the Echo Show,general_inquiry
I am pretty certain your frontline customer service reps are just providing stock answers and responses and providing assurances that a problem is taken care of to make their quotas or incentive levels and leaving the fallout to your escalation tier. They just need to be honest.,product_info
STILL NO UPDATE ON CASH UPLOAD. HOW MUCH TIME IS REQUIRED TO INVESTIGATE A SIMPLE FRAUD CASE OF CASH UPLOAD? I HAVE GIVEN ANOUGH WARNINGS ... ITS NOT LONG B4 I FILE FIR FOR FRAUD AND GO TO CONSUMER COURT. #AmazonFails #AmazonPayQuiz #AmazonPay #AmazonFraud,escalation_required
It was a gift so I didn't order it myself. Is there another way? Registration date?,general_inquiry
"Aww, haha. Danke. :D",general_inquiry
Yes I have replied,general_inquiry
it has shipped already VIA UPS GROUND not via 1 day shipping #Fraud,escalation_required
"Hola, no. Que tengo que hacer? Gracias",general_inquiry
C10054921473,general_inquiry
No any solution provide from your side and I am unable to contact with Amazon care because our call is blocked by Amazon..,account_access
"Muchas gracias, ya está solucionado! Esta tarde lo tengo en casa! 🤗👍",general_inquiry
Yes I am online chat with Preeti from . She is very unhelpful and refuses to help other than getting the parcels delivered tomorrow which is not good enough as I am off today.,order_status
"Entiendo que pueda estar sobrecargado pero no admito la falta de consideración ni la mentira, si no lo recibimos hoy, mañana mi hija sale de viaje, le diré que lo devuelva",general_inquiry
Did you guys do anything?,general_inquiry
See DELIVERY DATE PENDING is the status from last week still it's not updated,order_status
In the last four days U people are not able to arrange the pick up??? Is there any time limit for this to solve the issue???,escalation_required
"I just noticed ""by 8PM"" do I guess I should at least wait for then to start complaining... 😂... but if it isn't here at 8:01, I'm going to be ringing your doorbell again...",general_inquiry
Does your policy varies place to place and person to person?,general_inquiry
"Kindle oasis. I return items on it, and on my account from my laptop, but the device still shows them as borrowed.",refund_request
will someone please get this sorted today? I’ve now had 12 automated emails but absolutely no resolution? I am beyond belief?!?,account_issue
"This isn’t good enough.I never expected you not to use additional packing, have ordered before especially round Xmas and never happened before. Really disappointed. I feel I must go and buy another present for my grandson birthday tomorrow. Ashamed to give this",complaint
"No new mail received till now, previously you said you're working on it and need some time",general_inquiry
会員になるかレンタルするか、 どちらがお得ですか？,general_inquiry
Okay👍,general_inquiry
Was soll ich denn da auswählen? Es gibt keinen Menüpunkt für Beschwerden!,general_inquiry
Und wann OmU? ;) hier ist nämlich nur bis 4 aufgeführt,general_inquiry
It has essentially looked like this every day since Monday...,general_inquiry
"All of the above. If things are not going to arrive by the guaranteed delivery date, then maybe it shouldn't be ""guaranteed"".",order_status
let me know please. My Prime has been disrupted because of a delay by you.,general_inquiry
Just received call from some Amazon delivery supervisor to understand issue. He tells that this issue is reported to him today. WHAT WAS AMAZON CUSTOMER CARE DOING FOR PAST 15 DAYS? SLEEPING? #AmazonFails #AmazonFraud #AmazonPayQuiz #AmazonPay,escalation_required
Chronopost,general_inquiry
"Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",general_inquiry
Yes i did,general_inquiry
Amazon UK,general_inquiry
Oui il s'agit du colis prévu mardi. Le problème est que je ne peux pas changer le créneau et je ne vois pas pourquoi je devrais en plus perdre une heure a aller le récupérer au entre chronopost de Strasbourg,account_issue
"On one order yes, but generally things are soooo slow lately. Especially when they go via surepost",general_inquiry
I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,refund_request
"I hadn't set up a safe place, but based on the fact the driver didn't even knock my door, I don't really have faith than the safe place would even get used. Thanks anyway. I've cancelled my Prime trial. I'll try my neighbour again later.",refund_request
Kindly share my contact number 9800019281 to ur team to contact me,general_inquiry
ありがとうございます！ 月間でも見放題ですか？,general_inquiry
QUAAAARTA! Mas estou enviando energias positivas para chegar na TERÇA. HAHAHAHAHA’,general_inquiry
But your website is offering pre order content.... so it’s just a lie?,general_inquiry
"I already did that. It says one day and when I bought it with 1 day, it gave it 12/4. If I look at the item now, it says 2days gets it to me 12/2?! - I work in logistics. I understand shipping and this is frustrating. May cancel my order.",refund_request
I don’t see it,general_inquiry
What about the form I filled earlier? What was that for? I was asked to wait for 2 more days after that. GIVE ME MY MONEY. #AmazonFails #AmazonFraud #AmazonPay,escalation_required
it means i have to be here in office for 9pm?? is your EOD is 9pm??,general_inquiry
"The agent is advising I continue to wait. I understand that, but it’s pretty common that my orders are marked delivered when they never were. Delivery is very unreliable!",order_status
"Extremely inconvienant service, too be honest. I logged in&amp;had to verify my acc (as I'm travelling &amp; on a diff IP address) to then be locked out. Thank GOD for",account_access
"""Aufgrund eines generellen Lieferengpasses auf Herstellerseite kann es zu Verzögerungen bei Ihrer Bestellung kommen. [...] Sollte es zu Verzögerungen kommen, informieren wir Sie automatisch per E-Mail."" Gab wohl nur keine Mail, bzw Aktualisierung des Lieferdatums.",general_inquiry
Always helpful! This is why I continue to shop with you guys.,general_inquiry
Excelente servicio! Recibí mis paquetes hace un par de minutos!,general_inquiry
"As per your mail someone was supposed to collect the order today for replacement but nobody came, are you people serious about service or nt",general_inquiry
I rather not take prime then and use the normal service as I don’t see any diff or advantages,general_inquiry
I contacted through amazon chat and the person told me since it was sent to a locker they couldn’t help me. I cancelled Prime and am disputing the charge for the lost item with my credit card company. The email said the item was lost or damaged,order_issue
"Ich hab euch mal gemailed :) Laut Tracking Nr ist das Paket bei einem Nachbarn (im selben Haus) gelandet, welchen ich nicht finden kann.",order_status
This is BS. Amazon seem to have unilaterally downgraded prime delivery benefits for Black Friday. Everything says 27th for me. Even items I bought one month ago on a Saturday and were delivered Sunday. Now they need four days! Shame on you Amazon!,complaint
"What should i do with this link , i want my cashback, really insane by",general_inquiry
No i’ve already done that and you have taken more money out of my bank! Someone needs to contact me not an auto form,general_inquiry
Useless show Amazon... Again no body ce to pick up stuff for return Worst respond to customer..... GUYS PLS STOP BUYING Stuff FROM AMAZON. TO HELL WITH FDI... AND RESTRICT THEIR Working PLS,complaint
😱,general_inquiry
"BITTE macht das. Bleibt sonst für mich und viele andere eine äußerst frustrierende Angelegenheit. kann man aufzeichnen, / leider nicht. Muss sich ändern. Danke!",general_inquiry
I literally can't order anything further because I was informed that the logistics team is having issues problems &amp; can't deliver to me. I don't live in a rural town or in an apartment building. Just a regular house on a regular street in Toronto.,escalation_required
The pick up has been arranged 5 times now and cancelled at the last moment without citing any reason!,refund_request
Just DM’d you.,general_inquiry
I have already done so. Where is my response? In the bin also?,general_inquiry
Please pick up from your hand . I get also damage product from your hand,general_inquiry
"The latest tracking info proves the delivery company failed to deliver on the stated date and the lied about attempting delivery today, probably due to running late. Parcel was required urgently and now 2 days late! What info do you require? The tracking id?",order_status
24-48hrs i have been waiting a month for a working monitor im not upset just by this refund its how i have been trying to get a working monitor and the last two i got sent were defective.,order_issue
"Je l’ai contacté ce soir, mais il peut nous donner sa réponse sous 2 jours. Ce qui est trop long pour moi.",general_inquiry
Will do thank you for the help,general_inquiry
I can’t log in because it’s locked.,account_access
Sending in the screenshot via DM. Please check!,general_inquiry
what happens if i buy this?,general_inquiry
"I am waiting to hear back from the seller. I don't really think a reason would even matter right now. I paid, and then some time later they shipped it. Could I get it for the same price I purchased it for if they put it back up for sale? Can't find anything similar on Amazon.",order_status
My email interaction with your cs is on...reply pending. Just escalating the matter....to get a positive reply. Please check your cs email.,account_issue
Here you go with the screenshot.,general_inquiry
"Patched, thanks",general_inquiry
Oui contacté ma banque et porté plainte pour fraude. Je ne sais pas si je vais pouvoir être remboursée. Etait ce une fraude ou une erreur ?,escalation_required
the above link only signs me into my account. Have already spoken with over 15 of ur cust care staff. No use. Give me ph no of senior staff.,general_inquiry
"Already handled, just venting. It was a pretty big bummer.",general_inquiry
will i loose my account? Already tried help by link and by calling customer service,general_inquiry
No it’s been 7 days and my unavailable balance is still in place,product_info
Thanks for the reply.,general_inquiry
I just provided it again,general_inquiry
"Amazon.in, and directly from Amazon.",general_inquiry
A través de juegaya,general_inquiry
"Not Amazon customer service, that’s what’s down. Way down.",general_inquiry
so the social media escalation team is equally useless as the customer service team...hats off to incompetence,complaint
"Yesterday, Oct 31",general_inquiry
its going to gift card balance forgot to mention i understand that it takes some time its just if i dont have a bad record on amazon it should not take me 10 days to receive a refund i have only made 2 returns since 2013 and it has been the 2 monitors but i hope i get it today.,refund_request
DMed,general_inquiry
Excelente mesmo. Chegou rápido demais! Obrigado! 😊,general_inquiry
Are you saying an Amazon customer that can’t understand the Indian customer service really can understand them? And I’m unable to speak to anyone in America? Please advise,general_inquiry
Malayalam varumo😂,general_inquiry
I do not have time to write the whoke story. so call me for a discussion on the numbers given can you arrange for a call ?,general_inquiry
"Hello, I haven’t heard anything since, is there an update on this?",account_issue
I do I know if this even true ? Could it be a fake email? How do I know if I do indeed have prime ?,account_issue
Tried it. Not helping. The link took me to a call which sent me a replacement link. I want to return the item and not replace it. Your app only has the option to replace. I want to buy it from directly. What do I do. Have someone call me now!!,refund_request
学生なのですが、一般の方の方と値段と無料試し以外で違いとかは、あるのでしょうか？,general_inquiry
I had already submitted the info 5days ago.i don’t understand why u are asking again??,general_inquiry
"But nobody was available to talk to me... so to answer your question, no..",product_info
2/2 lavorativo successo. Ma allora oggi e un giorno lavorativo per GLS o no? Sa? #GLS #Amazon,general_inquiry
são donos do melhor atendimento e preços💕,general_inquiry
Merci d'avance pour votre attention,general_inquiry
"Cool, danke! Trotzdem,.... Werbung per POST? Kommt schon...",general_inquiry
Yes but it is a robot emails! I tried and mailed several emails with my bank statement and nothing happens. Hv other email for help me?,account_issue
I have no option for self return. So please arrange from your hand,refund_request
details sent. kindly check,general_inquiry
Perfect thank you!,general_inquiry
"Thanks, I’ve emailed with the order number and details.",account_issue
Do you understand English? How come question of a bank arise? I have paid with Amazon Pay Balance yes you heard it right Amazon Pay Balance. Is this what you offer as help?,general_inquiry
It must have changed overnight. Same with one of my other CDs that was scheduled to arrive today.,order_status
"doch sie brauchen nur bei Hermes anrufen, sich mit dem örtlichen Zentrum (Stolberg/Rhl.)verbinden lassen und zur Not den dortigen Leiter auffordern, in sein Auto zu steigen und auszuliefern, bekam gerade pm von Hermes - vielleicht morgen....ohne Worte",general_inquiry
Does it matter that I purchased from,general_inquiry
"Then try using the app, select language as English, IVR would state the unnecessary status info about the last the order, no further options",order_status
"Hi thanks, I will do next week when I have some spare time",general_inquiry
"ihr habt mein Geld, also sorgt dafür - ganz einfach!",general_inquiry
It says it was delivered yesterday,order_status
I ordered the items on preorder a year and a half ago. I can't view the order so I have no idea what's going on and amazon doesn't either,general_inquiry
No idea. My app tells me it was delivered.,order_status
Oui envoyé et un mail de retour confirme la première bonne réception en m’annonçant la rupture de stock du produit 😱,billing_issue
This is shocking service. Hope you realise this,general_inquiry
Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me,general_inquiry
I asked a Question. Will you honour it because all it seems like at the moment is your dragging it out the 3 days an then it will be cancelled regardless,refund_request
"It was indeed a pre-order made nearly three months before release. Here is the response I got, asking me to wait until after Christmas, which is never acceptable",general_inquiry
Thank you 😊,general_inquiry
Allready i revert,general_inquiry
This site is not opening,general_inquiry
"The measure of a company, is how it responds when it gets it wrong. When cocks up, it rubs salt into any wounds it has opened.",general_inquiry
Pode deixar ✌,general_inquiry
Thank you,general_inquiry
Opa!!! o próximo da fila é: A morte do pai - Karl Ove,general_inquiry
This doesn't make sense. No courier is indicated and this doesn't answer my question!,general_inquiry
すみません、あと一点だけお伺いしたいのですが、印刷した返送先住所を梱包箱に貼り付けて、返品受付IDは中に入れる形で良いのですか？,general_inquiry
"Claro! Este aqui abaixo. Quando vou finalizar a compra (com outros itens), dá erro por causa dele.",general_inquiry
"No, haber si me contestan",general_inquiry
Valeu pela dica 😉,general_inquiry
are you going to keep the availability to limited pincodes like flipkart? They have the device available to buy.,product_info
Would be best if you provide a resolution asap...rather dan superfluous tweets,general_inquiry
Merci :),general_inquiry
No error messages.. only goes dark.,general_inquiry
"Até 1° de dezembro, se tudo der certo. :3",general_inquiry
O prazo é até terça feira,general_inquiry
The carrier is USPS.,general_inquiry
U kindly refund the amount back .. I have sent back the product and I demand a refund for the same .never had such dissaponments wit amazon,refund_request
Perhaps you can get me the callback I've been asking for for the last 2 months from a Vendor Management Team Member? Happy to DM phone# 1/2,account_issue
No updates yet it this your customer satisfaction service,account_issue
Ooh..Thanks for your positive reply.Hope you will return the money as soon as possible.,refund_request
They already have rejected my replacement request stating that they have checked it and nothing was faulty so u have to bear the loss,general_inquiry
What last correspondence idiots? Check this screenshot and give me the appropriate email that you are talking about...u chutiyas are asking me for a feedback..first get it delivered bsdk,order_status
"another order that was out for delivery since morning, delivery boy calls at 2 to ask address, 6pm calls to say vehicle breakdown so tommrw",order_status
Yes. Can only assume bin man has thrown it away.,general_inquiry
no email received...wic email you sent it on,account_issue
Please do necessary action against courier services,general_inquiry
"Dear team amazon, i am not getting any response by ur customer support about reconcern of my issue #emptybox #refund. Please reply revert a proper solution and take action against your seller &amp; delivery team as box was empty as i opened the amazon mi seal.",escalation_required
Yes. I did reach out to amazon CS via the site &amp; I’m suppose to get my package tomorrow. 2nd time in the past 2 weeks this has happened.,order_status
"I use get items next day, now it taking alot longer. Yeah it originally said saturday, now it says monday. Shame have till wait 11 months to cancel prime.",complaint
Yes,general_inquiry
Creo que es ( Amazon )lo solicite por Amazon Prime .. envio gratuito.. yo todo lo compro desde la opción Premium,billing_issue
Since yesterday you guys are telling that you’ll get back instantly. Lost all hopes!,order_issue
Sorry sir but aap logo ne aaj ki date di thi refund krne ki.... Pr abhi tak hua nhi....,refund_request
Cool beans. Thanks!,general_inquiry
"Era pra ontem! :D Só que como não recebi codigo de rastreio, não sei o que houve :(",general_inquiry
Call me 7995255254,general_inquiry
Yes. I use it daily. The connection is fine. Alexa can’t understand to play The U2 Experience through my Sonos. (If will generally play any thing else I ask it to. And plays the u2 stream fine through the dot),general_inquiry
"Oi Amazon, não recebi meu pedido 😭😭",general_inquiry
why the hell do I have to wait this long because of YOUR mistake which I told YOU about,general_inquiry
Yes of course! Thanks everytime for all your help! it's .es,general_inquiry
Heute. Ansonsten würde ich mich nicht beschweren.,general_inquiry
Provide link of that page.. Where results have announced!!,general_inquiry
"Okay, thanks so much!",general_inquiry
Dommage merci pour la réponse 👌,general_inquiry
I cant get to this link bcoz it is saying to login amaozn aocunt.but my acount is on hold.plz unhold my account,account_access
I bet you won’t like to take any interest on this.......,general_inquiry
Il n’y a rien concernant les commandes là dedans....,general_inquiry
I have not received any mail ! Just spoke to escalation team . They said they solve the problem!,general_inquiry
Well ok but said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,general_inquiry
Forget it.,general_inquiry
Anytime you call me tell when you're replacing the fake product!,general_inquiry
"Ya recibí respuesta. Me dicen que mi estado de cuenta no es válido. Por favor, a qué se refieren? Especifiquen qué quieren porque los lacras de cobran 40 varos por dármelo.",general_inquiry
"Par un vendeur tiers, mais dans le suivi c'est marqué qu'il avait bien envoyé les produits",general_inquiry
May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER !,complaint
Error message 5505,general_inquiry
"Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",account_access
分かりました！ ありがとうございます,general_inquiry
"Also geprüft und für negativ befunden, ich hoffe das Paket kommt heute an und vor allem gut Verpackt, die 3te Box war leider zerknickt ...",general_inquiry
Still no sign of my item that should have arrived Wednesday....not impressed,order_status
Nothing other than Pre-formatted responses. Every order I’ve placed in the last 2 weeks has been delayed.,general_inquiry
"With Wonders will never cease! Now, with respect to my 'DELIVERED' item, i have received the following sms: ...1/n",order_status
Thank you!,general_inquiry
Whole day to get back to me ... Unexpected .,general_inquiry
Helloooooooo,general_inquiry
Great response by Amazon.... compensation of 500 INR...no legal action against seller &amp; brand #JeffBezos,escalation_required
They left it downstairs by the mailboxes. I'm home alone and had to lug them to the elevator myself,general_inquiry
"Si me permite realizar una nueva compra recibiéndolo del 13 al 23 de diciembre,porque no se hace efectivo mi pedido??",general_inquiry
I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,general_inquiry
So why am I paying for prime when it obviously doesn't get me anything? Why state next day delivery for an item when it can't be achieved?,order_status
By email through the website.,account_issue
The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver,order_status
I have received enquiry from media agencies on seriousness of Amazon scam in India. If you're failing to resolve the issues I will handling them all the details.,escalation_required
Delivery will be attempted again tomorrow. Who knows if attempt number 4 will be successful? Good job these are Christmas presents and not needed imminently.,order_status
Vendido por KC Navigation y gestionado por Amazon.,general_inquiry
Pode deixar! Obrigada!!,general_inquiry
I have not,general_inquiry
J'attends de constater la présence ou non du colis devant ma porte... de plus j'attends un autre colis de vous demain,general_inquiry
Still no call back...,general_inquiry
I called your support was put on hold for minutes and was told he would send a strongly worded email to the manager of the agent who organised the call. A lot of use that will do. I’m reporting you for nuisance,account_issue
"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (delete it again)",general_inquiry
"No they said they can’t speak to them only send an email, I have wrote on the delivery instructions to call me but haven’t heard anything, your courier has lied about delivering the item and lied that they attempted delivery yesterday. Can I contact him/her directly?",order_status
It’s not downloading any of the books I have and it won’t delete the ones I’ve returned,refund_request
ありがとうございます。ここから開けてくださいの穴、猫の手にちょうどよい大きさですね(=^･_･^=),general_inquiry
I had a chat with them. I want it delivered by today or please cancel it.,order_status
"Hi, yep left the feedback now. Thanks! 👌🤟🤟",general_inquiry
I’m going around and around since Tuesday with people from overseas that can’t understand what I’m saying and I can’t understand what they are saying. Why can’t I just speak to an American,general_inquiry
I’d have to PM you,general_inquiry
Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,account_issue
It's Worth to tell more because I am not getting any response from #Amazon,general_inquiry
but I can’t find the options to cancel or re-order?,refund_request
When can I expect replacement with orginal Bose Speakers!,general_inquiry
Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice,escalation_required
You should check again. My concern is that AMZL can't get packages to me consistently and that no one will address it directly.,order_status
But no-one can give me a revised delivery date.... that is all I wanted to know!,order_status
Dankesehr 💟,general_inquiry
Olha quem chegou 😍😍,general_inquiry
Great!😃😎,general_inquiry
Ok,general_inquiry
"I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)",complaint
Encaminhado!,general_inquiry
No?! They are identical! All I want is my money back!!!,refund_request
But no movies ?,general_inquiry
もしかしたら、無料って書いてあったので無料体験の登録をしたのかもしれません。,general_inquiry
Will do thank you,general_inquiry
Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy,order_status
I am also having the same predicament! I got a confirmation message and email but am unable to access the presale!,account_access
"No tengo que hacerlo, llegó hoy el paquete, todo bien :) El problema está en la web, el tracking ponía que llegaba más tarde, bastante más. Gracias por preguntar",order_status
General customer support has no idea what I’m talking about and is just offering me the standard prime extension. I want the problem fixed not bribes to make me go away. Who do I need to speak with that’s a specialist in this area?,general_inquiry
"Consegui resolver o problema, mas precisei redefinir o aparelho. Obrigada!",general_inquiry
"Just found out UPS showed up and left a notice about me not being here to receive the package, they did not even ring the bell.",order_status
Ovviamente lettura rigorosamente su #Kindle Oasis 2017!,general_inquiry
Iam not able to open this site,general_inquiry
Done,general_inquiry
"Bah justement je ne sais pas, elle est en plusieurs parties apparemment",general_inquiry
Just did. How long will it take? Thank you &amp; happy thanksgiving,general_inquiry
hi! the date still says today and the carrier is fedex. they told me either to check a notice (i dont know where to find that because i live in a condo) or call the carrier,general_inquiry
Si,general_inquiry
"No, he presentado una reclamación diréctamente",general_inquiry
Delivery date changed once again!!,order_status
It shows this and says I've to arrange deliver?,general_inquiry
It did! I received my 📦 👯‍♀️,general_inquiry
I spoke to your customer executive and they provide best of their service which means nothing would be helped from their side but you have to solve this for future prospects.... thank you for your concern🙏🏻,general_inquiry
J’ai fais renvoyer un colis car il n’allait pas et j’ai fais une demande de remboursement et vous aviez dit que ça prend 5/6 jours de délais sauf que là ca en fait 9 et j’ai des cadeaux de noël à acheter vous voyez !,general_inquiry
And there was no indication that they had re-attempted delivery,order_status
Need support on seller central,general_inquiry
"I wonder, will UR uber boss #BenHartman get copied on this thread? Gotta say, I'm not a customer at the moment, only impacted by UR customers. This customer service experience greatly disinclines me 2 even consider #AmazonFresh. Maybe Mr. Hartman could change my mind. I dunno.",account_issue
"I did, nobody looked into yet!",general_inquiry
Por eso son los mejores ❤️,general_inquiry
I feel like you guys are just playing me now. This email makes no sense.,account_issue
"Already dispatched, so not possible. It’s how I saw it’s coming from the US.",general_inquiry
必ず交換してください。 配達員の問題だとしてもそのような配達員がいる配達業者にお願いするAmazonの問題でもありますよね。,general_inquiry
Will you follow me on twitter,general_inquiry
i know but i call all courier serviece they people cant home pick up so please arrange from your hand.,general_inquiry
"Não diz isso :( kk vou rezar pra q sobre no estoque e vcs prolonguem até a próxima semana então, obg!",general_inquiry
First thing i have not possible for self return. So pls arrange from your hand,refund_request
Have replied to Ur mail. Hope for a more logical response from your side.,general_inquiry
It can’t read code in daylight and the touchscreen only works on the top half of the screen. I’ll have to go back when dark that works 50%.,general_inquiry
"Wäre super, einen FireTV Stick fand er auch sinnlos und jetzt nutzt er ihn laufend :)",general_inquiry
Die Kaffeemaschine kam an! :) Natürlich kam sie Defekt an.,general_inquiry
"It was impossible for it to have arrived on time when it left 23 minutes before the deadline. Am I blacklisted or something? My recent experiences have been terrible, this is the 9th time I've had to engage support due to delivery issues, either late or lost outright in 3 orders.",escalation_required
Normalement c'était entre 2 et 5 semaines après le 6 août. Et toujours rien..,general_inquiry
Well I didn’t authorise it either so where exactly did it come from? I am in the process of returning it now.,refund_request
Hey so my package has not arrived yet. Can I get this sorted please,order_status
This is height of unprofessionalism. ARE U BOTH WINDING UP UR OPERATIONS,general_inquiry
"Perfecto,, Feliz dia 😊",general_inquiry
Yet again you’ve missed the promised delivery date by multiple days. And after spending 45 minutes on the phone to try and get it fixed it now late for a meeting,order_status
"Nein. Auch keine Karte. Leider kein Einzelfall, in den letzten 2-3 Wochen häuft es sich. Pakete ohne Zustellversuch bei Läden abgegeben oder Angeblich nicht angetroffen. Ein Paket ist ganz verschwunden. Support ist informiert, aber so geht es nicht weiter!",general_inquiry
"Ya , i shared details on link",general_inquiry
"Pode deixar , tchau 😘",general_inquiry
Apparently tomorrow. The saga of Amazon Prime delivery nor non delivery.,order_status
... I did respond back to... Thanks,general_inquiry
Shows as ‘on its way’ and only having left carrier depot at 9.40pm this evening. Delivery is by Amazon Logistics. App still shows the delivery date as today but when I go through the support section of the app it tells me scheduled delivery is tomorrow (30th),order_status
gracias!,general_inquiry
Ya lo hice y lo estan investigando. Tengo num. de inc. Estoy preocupada porque no se quien es ni porqué y sobre todo por mis dos peques.,general_inquiry
Miguel Ruiz. Eckhart Tolle,general_inquiry
I'll try that; thanks.,general_inquiry
Seems kinda pointless seen as Netflix is working fine and dandy on my laptop... 🙄,general_inquiry
Order id-407-2808023-6902735 Mails already done,general_inquiry
My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,escalation_required
No one besides me has access to my account,account_access
"Yesterday, yes. But it was supposed to have already arrived by then! Can this item be delivered today? Or a similar one? Thank you.",order_status
I just did a bit earlier.,general_inquiry
As I said. I’ve cancelled it. And I’ll cancel prime if it reoccurrs,refund_request
".de I'm sorry, but I was so damn pissed in that moment... I was tired and already un-built (is that a thing...) my pc because I wanted to build it fastly after the arrival, but then it didn't come... It now says that it will be here tomorrow. Hopefully...",general_inquiry
non ho il kindle fire,general_inquiry
There’s no update from your side. Didn’t expected such things from &amp; !,account_issue
I was able to send my question through the link you provided. Thank you.,general_inquiry
I have given the reply for the 6th time now,general_inquiry
"No, just said ""running behind"". All our ordered food has been vegan, worst has been soft ice cream but people ordering meat could get sick.",complaint
Hoooorrrayyy! Not showing up on website yet as an option though?,general_inquiry
getting a replacement for sunday🙋🏻‍♂️,general_inquiry
"As per , this feature is not yet supported. When will this work in India?",order_status
"""Remotely"" awesome lol 👍👍👍👍",general_inquiry
That didn’t answer my question. How is it 2 day Shipping if it’s actually 4 Days?,general_inquiry
"«COLIS PRIVE» il y a écrit sur le suivi de colis. à savoir que j'ai un deuxième colis qui devait arriver hier mais celui-ci, pas d'avis",order_status
"Thank you for getting back. It's definitely not with a neighbour and it's definitely not been left outside anywhere, there's no note to say they tried to deliver or anything like that.",general_inquiry
I have not been called yet...,general_inquiry
"At time of order, del date was 10/29. Carrier is AMZL US.",general_inquiry
"Enormément, merci encore !! :D",general_inquiry
"Form filled, no resolution yet",general_inquiry
"Utterly frustrated! Just had another email, saying the same thing?! Everything automated, no individual touch.",complaint
Nope that doesn't help as no one has put closed captions on season 5!,general_inquiry
"I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",complaint
I will let you know. I had to escalate to get resolution which should have been offered by your first line.,general_inquiry
"i understand, but i am asking a general question, do you or do you not have a policy about late delivery with amazon prime?",order_status
Order placed 30/10 with stated prime delivery of 31/10. At 7.30pm informed delayed allow further 2 days! Not 1st time prime has failed!!,order_status
ありがとうございました,general_inquiry
It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,refund_request
Ha ha ha..sure :),general_inquiry
"I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",order_status
"Les he llamado varias veces y les he mandado mensajes, pero no he conseguido ponerme en contacto",general_inquiry
There not prime subscriber deals though. Plus I’m in the UK. I know where to find Black Friday deals. You again have not read nor understood my tweet have you? Is this account run from the same customer service centre in India?,general_inquiry
"Apologies, but my query does not conform to any of the self-serve options on the link you gave me. Even the ""Contact Us"" link has no options which conform to my query. This is what i'm seeing",general_inquiry
"So, you can’t tell me what Amazon means by “guaranteed” either? Is there a document you can point me to which clarifies? Not being sarcastic. Actually trying to understand what this means so I can make informed decisions for potential future purchases.",general_inquiry
"Was supposed to get an email from a customer service agent today before 9pm and nothing! No item, no money and seriously annoyed! Customer service is shocking!!",account_issue
Creo que por Amazon,general_inquiry
What Should I Do Now??,general_inquiry
"It say's ""Could not set your address. Please ensure you have correctly entered a complete address"" when I am entering my India address",account_issue
"No. Just Amazon. One delay in CA by way of KY, the other locally in Atlanta.",general_inquiry
"Regarding order no. 171-9580791-4474727. On 16 nov u r customer representative assured the said order will be delivered within a week, but till now no further updates, again I called customer care now he says it will be dispatched only after 24 nov only. What's wrong with you???",order_status
I haven’t got any reply yet!,general_inquiry
"I used to be able to watch my twitch streams with chromecast and now it says ""sorry"" this stream not available w chromecast buy me your stupid stick",product_info
I need a compensation for sure.....its purely your fault,general_inquiry
It’s just not fair. It’s not our fault and yet we’re the ones out of pocket and the goods undelivered. Best to use another courier or go to another address??,order_status
Ok thank you! I just didn't want to assume.,general_inquiry
Cannot contact as my access blocks site.,account_access
