customer_text,brand_text,conversation_id
"Patched, thanks","Hmm, seems odd. Have you tried restarting your device? ^BM",conv_26323
Oui contacté ma banque et porté plainte pour fraude. Je ne sais pas si je vais pouvoir être remboursée. Etait ce une fraude ou une erreur ?,Avez-vous contacté votre banque? Quand avez-vous rempli le formulaire? ^ARC,conv_17389
the above link only signs me into my account. Have already spoken with over 15 of ur cust care staff. No use. Give me ph no of senior staff.,here: and I'll look into it right away. 2/2 ^AR,conv_16916
"Already handled, just venting. It was a pretty big bummer.",I'm sorry your book arrived this way! You can find replacement/refund options here: ^VS,conv_363
will i loose my account? Already tried help by link and by calling customer service,"I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: ^WT",conv_3559
No it’s been 7 days and my unavailable balance is still in place,Sorry for the delay! Are you waiting for a refund to fully process? ^JZ,conv_45624
Thanks for the reply.,"I'm so sorry for the lack of reassurance that this is being looked into. We do not have case numbers for this, however you should expect an e-mail from our Account Specialists shortly. ^RR",conv_96839
I just provided it again,Hey there! It looks like we responded to your message on Oct 29. Be sure to check your junk/spam folder too! ^NM,conv_46735
"Amazon.in, and directly from Amazon.",¡Hi Sidhant Oberoi! Without providing personal or confidential information. Just to confirm Would the order be on Amazon.es? and Could you tell us if the product is sold directly by Amazon or sold by an external vendor? ^PC,conv_94475
A través de juegaya,¿El pedido era gestionado por Amazon o por un vendedor independiente? ^KS,conv_70613
"Not Amazon customer service, that’s what’s down. Way down.","Hey, what's up? ^AS",conv_14781
so the social media escalation team is equally useless as the customer service team...hats off to incompetence,Thanks for the heads up! We'll check this and get back with an update soon. ^YP,conv_11421
"Yesterday, Oct 31",What was the original delivery date given in your order confirmation e-mail? ^MH,conv_27400
its going to gift card balance forgot to mention i understand that it takes some time its just if i dont have a bad record on amazon it should not take me 10 days to receive a refund i have only made 2 returns since 2013 and it has been the 2 monitors but i hope i get it today.,"I can certainly understand the frustration after receiving two defective monitors! This isn't the kind of experience we want you to have. Refunds process instantly on our end, but take about 3-5 for your bank to deposit the funds to your account. ^MB",conv_87882
DMed,"Yes, we are. Is there anything we can do to assist you ? ^MK",conv_82138
Excelente mesmo. Chegou rápido demais! Obrigado! 😊,Que maravilha Ney! Eu estaria fazendo o mesmo! Espero que aproveite bastante! 😃 Um grande abraço! ^NP,conv_67310
Are you saying an Amazon customer that can’t understand the Indian customer service really can understand them? And I’m unable to speak to anyone in America? Please advise,"Hello, all of our associates are trained to help you with your query. Can you share with us what is occurring. We will try to help if possible.^CR",conv_61465
Malayalam varumo😂,She's new here and only understands English. We're hopeful she'll pick-up regional languages soon 😊 ^VN,conv_58540
I do not have time to write the whoke story. so call me for a discussion on the numbers given can you arrange for a call ?,"This being a social platform we cannot access your account details. Please elaborate your concern &amp; we'll assist you. Also, please don't provide your contact details, we consider it to be personal info. Our page is visible to the public. ^SF",conv_53248
"Hello, I haven’t heard anything since, is there an update on this?",We're sorry for the wait. I can confirm we have received your information and will be reaching out to you soon to assist. ^TE,conv_87867
I do I know if this even true ? Could it be a fake email? How do I know if I do indeed have prime ?,I'm sorry you're seeing a charge for Prime! Here is how you can cancel Prime: ^DD,conv_37911
Tried it. Not helping. The link took me to a call which sent me a replacement link. I want to return the item and not replace it. Your app only has the option to replace. I want to buy it from directly. What do I do. Have someone call me now!!,Sorry to know that your recent experience with the order wasn't on par with your expectation. Kindly reach out to our support team here: and we'll assist you accordingly. ^GD,conv_80247
学生なのですが、一般の方の方と値段と無料試し以外で違いとかは、あるのでしょうか？,はい、Amazonプライムの月間プランは月額400円(税込)です。ご登録から30日間は無料体験となり、その後有料会員へ移行いたします。特典はこちらです、ご参照ください。 ET,conv_64657
I had already submitted the info 5days ago.i don’t understand why u are asking again??,Sorry about that! Could you kindly confirm if you have filled in the details with the link provided earlier? ^PB,conv_14597
"But nobody was available to talk to me... so to answer your question, no..","I'm sorry for the frustration! When you called us, were we able to escalate your locked account to the Specialist team? What insight were we able to provide? ^SJ",conv_98024
2/2 lavorativo successo. Ma allora oggi e un giorno lavorativo per GLS o no? Sa? #GLS #Amazon,Se hai già effettuato l'ordine su Amazon.it dovresti vedere la tracciabilità del pacco direttamente dal tuo account. ^MZ,conv_22114
são donos do melhor atendimento e preços💕,"Olá Ana, você é a dona do nosso coração ❤️. O que a gente fez para receber tanto amor? 😍 ^AZ",conv_73749
Merci d'avance pour votre attention,Vous pouvez contacter le vendeur directement via,conv_89928
"Cool, danke! Trotzdem,.... Werbung per POST? Kommt schon...","Die Einstellungen können im Kundenkonto über die ""Kommunikationseinstellungen"" unter ""Mein Konto selbst abmelden"": selbst geändert werden. ^BL",conv_86415
Yes but it is a robot emails! I tried and mailed several emails with my bank statement and nothing happens. Hv other email for help me?,I'm sorry for the account issues! Have you received any further e-mails from an account specialist? ^TR,conv_38872
I have no option for self return. So please arrange from your hand,I'm afraid the resolution provided is the best we can offer. Kindly self return the order. ^SG,conv_31665
details sent. kindly check,I'm sorry you're unable to connect with our support team. Please send us your details using this link: and we'll get in touch with you. ^AM,conv_59605
Perfect thank you!,"Does the book appear in your library: If so, select the book and click deliver to send to Kindle. ^MB",conv_46162
"Thanks, I’ve emailed with the order number and details.",I'm sorry you received the incorrect item. We'd like to look into this with you. Please reach us here: ^AG,conv_91411
Do you understand English? How come question of a bank arise? I have paid with Amazon Pay Balance yes you heard it right Amazon Pay Balance. Is this what you offer as help?,Sorry to know the payment was declined. When you place an order Amazon tries to charge the amount on your payment method. There is a certain time frame in which we require approval from your issuing bank. ^NR 1/3,conv_64001
It must have changed overnight. Same with one of my other CDs that was scheduled to arrive today.,Oh no! Did the delivery date change? ^JO,conv_92525
"doch sie brauchen nur bei Hermes anrufen, sich mit dem örtlichen Zentrum (Stolberg/Rhl.)verbinden lassen und zur Not den dortigen Leiter auffordern, in sein Auto zu steigen und auszuliefern, bekam gerade pm von Hermes - vielleicht morgen....ohne Worte","Wie bereits ^AW erwähnte, können wir dies nicht beeinflussen. Daher bitten wir dich hier um Geduld. ^SK",conv_62762
Does it matter that I purchased from,Please get in touch with us here: and we'd be happy to review available options with you. ^EZ,conv_7150
"Then try using the app, select language as English, IVR would state the unnecessary status info about the last the order, no further options","That seems odd. Any particular error, you are seeing? Do let us know. ^CB",conv_23068
"Hi thanks, I will do next week when I have some spare time","We'd like to troubleshoot this with you in real-time, please give us a call here: ^CO",conv_26220
"ihr habt mein Geld, also sorgt dafür - ganz einfach!","Ich kann deine Verärgerung verstehen. In manchen Fällen kann es zu unvorhergesehen Verzögerungen kommen, die nicht beeinflusst werden können. Ich drücke dir jedoch die Daumen, dass du dein Paket sehr bald in Empfang nehmen kannst. ^AW",conv_62770
It says it was delivered yesterday,I hate to hear your package hasn't shown up! Has the delivery date passed? ^MT,conv_47342
I ordered the items on preorder a year and a half ago. I can't view the order so I have no idea what's going on and amazon doesn't either,Was the item in stock when you placed the order? Is it currently still showing as pending shipment? ^NV,conv_22073
No idea. My app tells me it was delivered.,Sorry to hear you haven't receive your order. What time was your order scanned as delivered?^ES,conv_58379
Oui envoyé et un mail de retour confirme la première bonne réception en m’annonçant la rupture de stock du produit 😱,Avez-vous bien envoyé l'attestation ? ^AR,conv_72224
This is shocking service. Hope you realise this,"We won't be able to tell you what is available for your order since we don't have access to account information here. When you have time, please reach out and we can look into this for you. ^VS",conv_72363
Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me,Please let us know what went wrong so that we can assist you accordingly. ^SH,conv_20906
I asked a Question. Will you honour it because all it seems like at the moment is your dragging it out the 3 days an then it will be cancelled regardless,We want to help get this resolved for you! Thank you for your patience with our tech team. -RD,conv_67154
"It was indeed a pre-order made nearly three months before release. Here is the response I got, asking me to wait until after Christmas, which is never acceptable",I can see this was a pre-order. What is the current status of your order and is there any estimate for availability? ^BD,conv_78507
Thank you 😊,Thank you for sharing the details. We'll check your concern and reach out to you at earliest. Rest assured. ^SV,conv_22513
Allready i revert,Could you check here: and let us know If you have received any correspondence from our team? ^NK,conv_31685
This site is not opening,"My apologies about the delay, Shreyash. We'd like to have a closer look at this. Kindly drop in your details here: and we'll reach out to you at the earliest. ^NK",conv_97491
"The measure of a company, is how it responds when it gets it wrong. When cocks up, it rubs salt into any wounds it has opened.","I'm sorry for the trouble with this! Please keep us posted on the outcome of your call, we want to ensure this is resolved! ^SB",conv_45654
Pode deixar ✌,Manda uma foto para a gente quando receba o seu pedido ok? 😍📚 ^JJ,conv_91330
Thank you,We're sorry for the wait. I can confirm we have received your information and will be reaching out to you soon to assist. ^TE,conv_87866
Opa!!! o próximo da fila é: A morte do pai - Karl Ove,"Então me diga! Assim que terminar a leitura de ""Doutor Sono"", já sabe qual livro vai ler?. 😍🤔📚 ^NB",conv_68993
This doesn't make sense. No courier is indicated and this doesn't answer my question!,"If you review your order details and select the 'View Return Label' option, it will indicate the courier service selected for this return. You can view your order details via this link: ^WM",conv_79080
すみません、あと一点だけお伺いしたいのですが、印刷した返送先住所を梱包箱に貼り付けて、返品受付IDは中に入れる形で良いのですか？,恐れ入ります。お手数ですが、どうぞよろしくお願いいたします。リプライありがとうございました。 SM,conv_20836
"Claro! Este aqui abaixo. Quando vou finalizar a compra (com outros itens), dá erro por causa dele.","Olá, Laís! Neste caso, poderia nos fornecer mais informações do produto que você está tentando comprar?. ^NB",conv_94457
"No, haber si me contestan",Hola Gonzalo. Lamentamos las molestias. ¿Has intentado contactar a para verificar lo sucedido con tu pedido? ^HC,conv_76718
Valeu pela dica 😉,"Decisão dificil né Tiago? Eu fiz uma pesquisa e o livro ""O Senhor das Moscas"" parece muito interessante 😉. ^AZ",conv_16247
are you going to keep the availability to limited pincodes like flipkart? They have the device available to buy.,on the product page and you'll receive an email once the item is back in stock. 2/2 ^HD,conv_48003
Would be best if you provide a resolution asap...rather dan superfluous tweets,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^KA",conv_60654
,We use international severs to connect through call. Be assured that it is from our team that you'll receive the call back.^PR,conv_28568
Merci :),"Bonjour, vous pouvez initier la conversation en DM.",conv_64143
No error messages.. only goes dark.,"Hi, sorry to hear that. Are you getting any error messages? ^JJ",conv_98140
"Até 1° de dezembro, se tudo der certo. :3","Olá, João! Fico contente em saber que você conseguiu aproveitar as nossa promoções. Me diga, quando você receberá seu Kindle? :D ^CR",conv_98789
O prazo é até terça feira,"Com certeza! Me diga, quando você receberá seu Kindle? 🤔 ^CR",conv_91328
The carrier is USPS.,Thanks for the information! Who is the carrier of the package? You can find that info here: ^AD,conv_14421
U kindly refund the amount back .. I have sent back the product and I demand a refund for the same .never had such dissaponments wit amazon,"I'm sorry, we never intended this. Please reply to the email here: and we'll get back to you. ^SI",conv_14389
Perhaps you can get me the callback I've been asking for for the last 2 months from a Vendor Management Team Member? Happy to DM phone# 1/2,"Hello, we would not have access to your via Twitter. Please reach out to us directly and we will be glad to help. ^CR",conv_23541
No updates yet it this your customer satisfaction service,That's an unpleasant experience you've had with the delivery of your order. We apologize for the experience. I'd like to investigate this further and help you. Kindly fill in your details here and we'll reach out to you soon. ^VM,conv_52074
Ooh..Thanks for your positive reply.Hope you will return the money as soon as possible.,"If you've shared your details, we'll work on it and get back to you at the earliest. ^HN",conv_21602
They already have rejected my replacement request stating that they have checked it and nothing was faulty so u have to bear the loss,Sorry to know you've received an empty box. It is never our intention to cause inconvenience to you. Please report it here: &amp; we'll take necessary actions to make things right.^AR,conv_56067
What last correspondence idiots? Check this screenshot and give me the appropriate email that you are talking about...u chutiyas are asking me for a feedback..first get it delivered bsdk,reached out via email. Kindly check for the last correspondence from us here: and respond to it. 2/2 ^AB,conv_16628
"another order that was out for delivery since morning, delivery boy calls at 2 to ask address, 6pm calls to say vehicle breakdown so tommrw","That's quite a remark, Sidharth. Did any of yours concerns regarding your recent orders went unaddressed? ^NK",conv_25169
Yes. Can only assume bin man has thrown it away.,"Hey Stuart! Thanks for reaching out to us! Just to clarify, was the parcel missing when you went to retrieve it? ^AJ",conv_46730
no email received...wic email you sent it on,Request you to reply to the email correspondence which we have sent to your registered email id. We'll look into it. ^SB,conv_14824
Please do necessary action against courier services,"Sorry that you haven't received your order yet. I’d like to help you, please fill this form: (1/2)^SY",conv_15654
"Dear team amazon, i am not getting any response by ur customer support about reconcern of my issue #emptybox #refund. Please reply revert a proper solution and take action against your seller &amp; delivery team as box was empty as i opened the amazon mi seal.","If your concern remains unresolved, please revert to the email correspondence you've received from us. We'll check and get back. ^YP",conv_57358
Yes. I did reach out to amazon CS via the site &amp; I’m suppose to get my package tomorrow. 2nd time in the past 2 weeks this has happened.,Are you currently waiting on the delivery of a delayed order? ^QJ,conv_9438
"I use get items next day, now it taking alot longer. Yeah it originally said saturday, now it says monday. Shame have till wait 11 months to cancel prime.",Some items may require additional processing time. Prime shipping refers to transit time once the item has shipped in business days. Have we missed the expected arrival date with a current order? You can check here Let is know! ^DJ,conv_95339
Yes,"Are you looking for the results of the iPhone Quiz? If yes, kindly tell us more on this. ^SG",conv_22575
Creo que es ( Amazon )lo solicite por Amazon Prime .. envio gratuito.. yo todo lo compro desde la opción Premium,"Buenos días, siento muchos por los inconvenientes con la entrega de tu pedido. Podrías, por favor, informarnos si tu pedido es vendido y enviado por Amazon o por un vendedor. ^CJ",conv_54664
Since yesterday you guys are telling that you’ll get back instantly. Lost all hopes!,"Apologies for the delay. Our team is working on it, we'll get back to you with an update at the earliest. ^SC",conv_56152
Sorry sir but aap logo ne aaj ki date di thi refund krne ki.... Pr abhi tak hua nhi....,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH",conv_15065
Cool beans. Thanks!,Please get in touch with us via and we'll check this out. ^AM,conv_15923
"Era pra ontem! :D Só que como não recebi codigo de rastreio, não sei o que houve :(",Oi Barbara! Você poderia nos indicar qual é a data prevista para a entrega? ^NP,conv_65663
Call me 7995255254,I get your concern. Please contact us here: so that we can assist you accordingly. ^MN,conv_70657
Yes. I use it daily. The connection is fine. Alexa can’t understand to play The U2 Experience through my Sonos. (If will generally play any thing else I ask it to. And plays the u2 stream fine through the dot),"We'd like to assist, if possible! Are you currently connecting to your Sonos device using the Sonos Alexa Skill: ^JR",conv_42555
"Oi Amazon, não recebi meu pedido 😭😭","Entendi Michele. Caso não receber seu pedido amanhã, por favor entre em contato conosco. ^AZ",conv_80259
why the hell do I have to wait this long because of YOUR mistake which I told YOU about,I can confirm Amazon Logistics deliver until 9pm every day. Please keep us posted with the progress of this order Charlotte.^GA,conv_87924
Yes of course! Thanks everytime for all your help! it's .es,"Hello there! Thanks very much for reaching out to us, Oihane! We're sorry that you weren't able to use the Noctua, but we'd love to help! Could you please let us know which domain (.com, .ca, .es) that you used to place and receive the order? ^JD",conv_80273
Heute. Ansonsten würde ich mich nicht beschweren.,"Hi Sandra, welches Lieferdatum wurde dir denn in der Bestellbestätigung genannt? Liebe Grüße ^TA",conv_68911
Provide link of that page.. Where results have announced!!,All the contest winners are published on our official website. Please stay tuned. ^MK,conv_80103
"Okay, thanks so much!",(2/2) ... please reach out to us for real-time troubleshooting here: ^WT,conv_4311
Dommage merci pour la réponse 👌,"Bonjour, malheureusement, nous ne disposons de cette information en ce moment. ^SB",conv_57449
I cant get to this link bcoz it is saying to login amaozn aocunt.but my acount is on hold.plz unhold my account,I get your concern regarding a refund. Please connect with us here: &amp; we'll help you. (1/2)^BS,conv_22528
I bet you won’t like to take any interest on this.......,I get you being upset. I'll be sure to forward your feedback internally. Appreciate your understanding. ^MK,conv_34477
Il n’y a rien concernant les commandes là dedans....,"Vous pouvez utiliser le lien suivant, vous n'aurez pas à vous authentifier :",conv_70615
I have not received any mail ! Just spoke to escalation team . They said they solve the problem!,You might have received an email from Social Media team here: Kindly reply to it with the preferable timings for a call back and we'll reach out to you accordingly. ^RB,conv_56097
Well ok but said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,conv_1867
Forget it.,Unless the form is filled we wouldn't be able to offer any further insight in this case. Thanks for understanding. 2/2 ^AB,conv_14128
Anytime you call me tell when you're replacing the fake product!,"I understand that at this point of time asking you to wait would be disappointing, Rajath. We wouldn't be able to arrange a call back from Twitter. Kindly write back to the email sent by us with your preferred time and we'll get in touch with you.^AR",conv_56082
"Ya recibí respuesta. Me dicen que mi estado de cuenta no es válido. Por favor, a qué se refieren? Especifiquen qué quieren porque los lacras de cobran 40 varos por dármelo.","Antonio, una vez que envías los datos que te solicitan debes esperar al menos 48 horas para recibir una respuesta, por lo que te pedimos que esperes un poco más. Si no recibes respuesta en este plazo, avísanos, por favor. ^ES",conv_93208
"Par un vendeur tiers, mais dans le suivi c'est marqué qu'il avait bien envoyé les produits","Les articles en question, sont vendus par Amazon ou par un vendeur tiers ? ^AR",conv_51967
May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER !,I'm sorry about the trouble Manak. Kindly reply to the email sent by our team for further assistance. ^GD,conv_9425
Error message 5505,When you attempt to play Amazon Video on your Fire Stick what happens? Are you getting an error message? ^VS,conv_48697
"Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...","Hi, sorry to hear. Are you receiving an error message? ^TP",conv_16908
分かりました！ ありがとうございます,ご心配をおかけしております。お支払い番号の発行のタイミングは、商品によって異なります。（ご予約商品やお取り寄せ商品など、発効までにお時間がかかる場合もございます） 恐れ入りますが、お届け予定日を目安にお待ちください。RI,conv_59584
"Also geprüft und für negativ befunden, ich hoffe das Paket kommt heute an und vor allem gut Verpackt, die 3te Box war leider zerknickt ...",Gerne.,conv_20086
Still no sign of my item that should have arrived Wednesday....not impressed,"If your order hasn't arrived by tomorrow at 21:00, please contact us here for available options: ^LR",conv_48026
Nothing other than Pre-formatted responses. Every order I’ve placed in the last 2 weeks has been delayed.,Oh no! I'm so sorry we've let you down! Were we able to offer any options when you reached out? ^JO,conv_11266
"With Wonders will never cease! Now, with respect to my 'DELIVERED' item, i have received the following sms: ...1/n","Thank you for confirming, we are looking into it and will get back to you soon with an update. ^SI",conv_13856
Thank you!,You can expect a contact from us with in 12 hours! ^MW,conv_18361
Whole day to get back to me ... Unexpected .,Thanks for the update. We've received your details and we'll get back to you at the earliest. ^SC,conv_64216
Helloooooooo,"Thanks for the info! In the e-mail, there should be a secure fax line to send the info to. Do you see it listed in there? ^AL",conv_31647
Great response by Amazon.... compensation of 500 INR...no legal action against seller &amp; brand #JeffBezos,"As you've shared your details, we'll work on it and get back to you at the earliest. ^HN",conv_12734
They left it downstairs by the mailboxes. I'm home alone and had to lug them to the elevator myself,"I'm sorry for the frustration! We'd like to better understand what happened, is this an apartment hallway or mail room? ^CC",conv_50302
"Si me permite realizar una nueva compra recibiéndolo del 13 al 23 de diciembre,porque no se hace efectivo mi pedido??","Hola, Hugo. Lamentamos mucho este inconveniente, por favor recuerda que no es conveniente anotar información de tus pedidos. Por otra parte, te recomendamos realizar un simulacro de compra para verificar si el producto realmente está disponible. ^CB",conv_94444
I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,"Sorry for this ordeal, Benish. Please share your details here: and I'll get in touch with you. ^HD",conv_6642
So why am I paying for prime when it obviously doesn't get me anything? Why state next day delivery for an item when it can't be achieved?,"Hi! We're trying to ship out parcels as quickly as possible, our delivery dates are reflecting the current demand. Here is some information explaining our shipping time fames: Let us know if you have any questions! ^DA",conv_86208
By email through the website.,Did you contact us via phone or chat for instant support? ^AS,conv_18787
The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver,"I can understand your reluctance, but we can provide you with additional options depending on who the seller is. ^SY",conv_5726
I have received enquiry from media agencies on seriousness of Amazon scam in India. If you're failing to resolve the issues I will handling them all the details.,We value your time and make sure to resolve this at the earliest. Appreciate your patience. ^MN,conv_56094
Delivery will be attempted again tomorrow. Who knows if attempt number 4 will be successful? Good job these are Christmas presents and not needed imminently.,I know how frustrating this can be. Please keep us updated on the phone call back. We are here to help. ^BA,conv_82017
Vendido por KC Navigation y gestionado por Amazon.,"Gracias por la información Icardi. Podrías por favor puedes indicarnos, ¿tu pedido es vendido y gestionado por Amazon o es un pedido de un vendedor externo? ^MZ",conv_88007
Pode deixar! Obrigada!!,"Estamos chegando, Donna 😊 Assim que receber o seu pedido, envie uma fotinho para nós, tá? 📷😊 ^LG",conv_87935
I have not,"Justin, has your chat been resolved? DId you get the answers you needed? ^DJ",conv_82126
J'attends de constater la présence ou non du colis devant ma porte... de plus j'attends un autre colis de vous demain,Avez-vous déjà signalé le souci de livraison à notre SAV s'il vous plaît ?,conv_70546
Still no call back...,Sorry about the incorrect link. You can contact Amazon UK here: ^MI,conv_52137
I called your support was put on hold for minutes and was told he would send a strongly worded email to the manager of the agent who organised the call. A lot of use that will do. I’m reporting you for nuisance,"Hi, we would not have access to your account/order details via Twitter. We would have to ask that you use the link provided so we may attempt to get this looked after as soon as possible. Once again, apologies for the inconvenience caused. ^CR",conv_51979
"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (delete it again)",We haven't received your details. Kindly share your details here: and I'll get in touch soon. ^AK,conv_6647
"No they said they can’t speak to them only send an email, I have wrote on the delivery instructions to call me but haven’t heard anything, your courier has lied about delivering the item and lied that they attempted delivery yesterday. Can I contact him/her directly?",Did the agent you spoke to say that they would contact the carrier? ^JJ,conv_52153
It’s not downloading any of the books I have and it won’t delete the ones I’ve returned,"Oh no! What specific errors are you running into when trying to access Kindle Unlimited? Please let us know, Breana! ^FD",conv_35098
ありがとうございます。ここから開けてくださいの穴、猫の手にちょうどよい大きさですね(=^･_･^=),|・ω・*) ｿｰｯｯ 戦いは、終わりましたでしょうか？ 穴から出ている手、、、、、カワイイですね~( *´艸｀)TY,conv_19501
I had a chat with them. I want it delivered by today or please cancel it.,Sorry to learn about the trouble you've faced so far with your order. Kindly report this to our support team here: We'll have it checked.^AR,conv_64930
"Hi, yep left the feedback now. Thanks! 👌🤟🤟",Have you contacted us directly on the link provided by my colleague to highlight this issue?^SM,conv_60551
I’m going around and around since Tuesday with people from overseas that can’t understand what I’m saying and I can’t understand what they are saying. Why can’t I just speak to an American,Hello! Can you please tell us more about your issue without including any personal or account information? We'd love to help! ^JY,conv_61462
I’d have to PM you,"Without giving account specifics, can you tell us a little more about the issue you're experiencing? ^AN",conv_23040
Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,Sorry to hear that. What error message are you getting? ^RS,conv_15384
It's Worth to tell more because I am not getting any response from #Amazon,I'm sorry about the trouble you had reaching us. Could you let us know more about your concern? ^GK,conv_26851
but I can’t find the options to cancel or re-order?,Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,conv_1103
When can I expect replacement with orginal Bose Speakers!,"If you've replied to our email, we'll surely have a closer look at your insight and will reach out to you with an update. Appreciate your patience until then. ^HS",conv_56098
,"Hola Misael, cuando realizaste el pedido de los artículos que aún no han llegado, ¿podrías indicarnos las fechas de entrega? Ademas si fueron vendidos y enviados por Amazon o por alguno de nuestros vendedores externos. ^RC",conv_72138
Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice,Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP,conv_12690
You should check again. My concern is that AMZL can't get packages to me consistently and that no one will address it directly.,"Upon review, It looks like your concern is being addressed. Thanks for reaching out! ^MT",conv_29262
But no-one can give me a revised delivery date.... that is all I wanted to know!,Sorry to hear your order is delayed. If you have not received your order by the revised delivery date please let us know.^ES,conv_51841
Dankesehr 💟,"Unseren Kundenservice (am besten telefonisch) kontaktieren: Die Kollegen schauen nach was da los ist, und können eventuell zusätzlich benötigte Infos weitergeben. ^AV",conv_54623
Olha quem chegou 😍😍,"Não se preocupe não, no momento que receber o pedido manda uma foto bem linda para gente, combinado? ❤️ ^AZ",conv_68905
Great!😃😎,That's amazing. How are you liking your new product? ^SF,conv_18772
Ok,I understand your concern regarding the pricing issue. Kindly confirm reporting this to our support team in the link shared earlier. ^BV,conv_70744
"I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)","Without posting account information, could you provide us with a few details about the issue? We'd like to help! ^WM",conv_6145
Encaminhado!,"Bruno, gostaríamos de verificar com mais detalhes. Por favor encaminhe seus dados para nós aqui: ^LG",conv_29726
No?! They are identical! All I want is my money back!!!,Are the e-mails you're receiving requesting any additional information? ^JS,conv_53721
But no movies ?,Thank you for taking the time to share this feedback with us. Eligible Prime members with Prime Video can stream selected Amazon Originals titles while travelling outside their home country: ^JR,conv_93227
もしかしたら、無料って書いてあったので無料体験の登録をしたのかもしれません。,以前のご注文で、無料でお急ぎ便をご利用されませんでしたでしょうか。その場合、無料体験の登録となり、更新をOFFにしないと有料会員へ移行します。 その他、お困りな事やご不明な点がございましたらお気軽にお声がけくださいませ。 リプライありがとうございました。 SM,conv_60559
Will do thank you,I understand your frustration! Deliveries can be made until 21:00. Please let us know if it doesn't arrive. ^SJ,conv_82195
Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy,communication here: Appreciate your patience. ^RW 2/2,conv_16610
I am also having the same predicament! I got a confirmation message and email but am unable to access the presale!,"Hi, did you receive a confirmation message when you registered? Did you access using the same log in details? ^TS",conv_20002
"No tengo que hacerlo, llegó hoy el paquete, todo bien :) El problema está en la web, el tracking ponía que llegaba más tarde, bastante más. Gracias por preguntar","Lamento el inconveniente Pablo, ¿has entrado en contacto con la empresa de transportes encargada de la entrega para verificar lo sucedido con la misma? ^KS",conv_65667
General customer support has no idea what I’m talking about and is just offering me the standard prime extension. I want the problem fixed not bribes to make me go away. Who do I need to speak with that’s a specialist in this area?,Please contact us here: so we can make sure this is addressed. ^CO,conv_72325
"Consegui resolver o problema, mas precisei redefinir o aparelho. Obrigada!","Thalyta, você tentou os seguintes passos: ^LG",conv_43568
"Just found out UPS showed up and left a notice about me not being here to receive the package, they did not even ring the bell.",Sorry to hear that. Were you provided with a reason for the delay?^TI,conv_67202
Ovviamente lettura rigorosamente su #Kindle Oasis 2017!,"Beh, che dire? La tua tabella di marcia non fa una piega! 😜 ^VE",conv_67222
Iam not able to open this site,Could you confirm if you're able to share your details from the link provided earlier? ^HS,conv_97495
Done,"Hello, June! Unfortunately, I am not able to initiate a direct message. Please initiate this on your end. We definitely want to help! ^RO",conv_82238
"Bah justement je ne sais pas, elle est en plusieurs parties apparemment",Quel est le statut de votre commande actuellement ? ^ASZ,conv_59535
Just did. How long will it take? Thank you &amp; happy thanksgiving,"When you get to the page that ^LA posted, click on skip sign in. This will allow you to give us the details we need to look into this for you. ^DG",conv_98031
hi! the date still says today and the carrier is fedex. they told me either to check a notice (i dont know where to find that because i live in a condo) or call the carrier,I'm so sorry to hear your order wasn't delivered. We'd like to help if we can. Who's the carrier on the order? Has the expected delivery date been updated here: ^JN,conv_96803
Si,¡Hola Adrian! ¿Has recibido un correo electrónico por parte de los Especialistas de cuenta? ^PC,conv_88749
"No, he presentado una reclamación diréctamente","Hola, lamentamos el contratiempo con la entrega de tu paquete. ¿Podrías comentarnos si has contactado con compañía de transportes para verificar lo que ha sucedido? ^AA",conv_77589
Delivery date changed once again!!,"Thanks for confirming, Steffan! Please allow for delivery by 21:00 on the new estimated delivery date. Otherwise, we'll be happy to research other options via phone or chat here: I hope this helps! ^SD",conv_61472
It shows this and says I've to arrange deliver?,I'm so sorry! Do you have an active order? What does the tracking show for it here? ^TK,conv_24750
It did! I received my 📦 👯‍♀️,Did everything work out ok? ^BM,conv_25183
